  No;Problem;                                                                            ;;
 151;lwb/k_d4_n.1280.intohylo;                                             TIMEOUT;      ;
 152;lwb/k_d4_n.1320.intohylo;                                             TIMEOUT;      ;
 153;lwb/k_d4_n.1360.intohylo;                                             TIMEOUT;      ;
 154;lwb/k_d4_n.1400.intohylo;                                             TIMEOUT;      ;
 155;lwb/k_d4_n.1440.intohylo;                                             TIMEOUT;      ;
 156;lwb/k_d4_n.1480.intohylo;                                             TIMEOUT;      ;
 157;lwb/k_d4_n.1520.intohylo;                                             TIMEOUT;      ;
 158;lwb/k_d4_n.1560.intohylo;                                             TIMEOUT;      ;
 159;lwb/k_d4_n.1600.intohylo;                                             TIMEOUT;      ;
 160;lwb/k_d4_n.1640.intohylo;                                             TIMEOUT;      ;
 161;lwb/k_d4_n.1680.intohylo;                                             TIMEOUT;      ;
 162;lwb/k_d4_n.1720.intohylo;                                             TIMEOUT;      ;
 163;lwb/k_d4_n.1760.intohylo;                                             TIMEOUT;      ;
 164;lwb/k_d4_n.1800.intohylo;                                             TIMEOUT;      ;
 165;lwb/k_d4_n.1840.intohylo;                                             TIMEOUT;      ;
 166;lwb/k_d4_n.1880.intohylo;                                             TIMEOUT;      ;
 167;lwb/k_d4_p.0004.intohylo;                                                0.00; Unsat;
 168;lwb/k_d4_p.0008.intohylo;                                                0.00; Unsat;
 169;lwb/k_d4_p.0012.intohylo;                                                0.00; Unsat;
 170;lwb/k_d4_p.0016.intohylo;                                                0.00; Unsat;
 171;lwb/k_d4_p.0020.intohylo;                                                0.01; Unsat;
 172;lwb/k_d4_p.0040.intohylo;                                                0.08; Unsat;
 173;lwb/k_d4_p.0060.intohylo;                                                0.29; Unsat;
 174;lwb/k_d4_p.0080.intohylo;                                                0.65; Unsat;
 175;lwb/k_d4_p.0100.intohylo;                                                1.64; Unsat;
 176;lwb/k_d4_p.0120.intohylo;                                                2.35; Unsat;
 177;lwb/k_d4_p.0140.intohylo;                                                4.45; Unsat;
 178;lwb/k_d4_p.0160.intohylo;                                                5.55; Unsat;
 179;lwb/k_d4_p.0180.intohylo;                                                8.99; Unsat;
 180;lwb/k_d4_p.0200.intohylo;                                               13.85; Unsat;
 181;lwb/k_d4_p.0240.intohylo;                                               24.27; Unsat;
 182;lwb/k_d4_p.0280.intohylo;                                               47.21; Unsat;
 183;lwb/k_d4_p.0320.intohylo;                                               70.88; Unsat;
 184;lwb/k_d4_p.0360.intohylo;                                              116.13; Unsat;
 185;lwb/k_d4_p.0400.intohylo;                                              184.62; Unsat;
 186;lwb/k_d4_p.0440.intohylo;                                              237.34; Unsat;
 187;lwb/k_d4_p.0480.intohylo;                                              305.96; Unsat;
 188;lwb/k_d4_p.0520.intohylo;                                              426.24; Unsat;
 189;lwb/k_d4_p.0560.intohylo;                                              582.38; Unsat;
 190;lwb/k_d4_p.0600.intohylo;                                              811.39; Unsat;
 191;lwb/k_d4_p.0640.intohylo;                                              737.57; Unsat;
 192;lwb/k_d4_p.0680.intohylo;                                              949.90; Unsat;
 193;lwb/k_d4_p.0720.intohylo;                                             TIMEOUT;      ;
 194;lwb/k_d4_p.0760.intohylo;                                             TIMEOUT;      ;
 195;lwb/k_d4_p.0800.intohylo;                                             TIMEOUT;      ;
 196;lwb/k_d4_p.0840.intohylo;                                             TIMEOUT;      ;
 197;lwb/k_d4_p.0880.intohylo;                                             TIMEOUT;      ;
 198;lwb/k_d4_p.0920.intohylo;                                             TIMEOUT;      ;
 199;lwb/k_d4_p.0960.intohylo;                                             TIMEOUT;      ;
 200;lwb/k_d4_p.1000.intohylo;                                             TIMEOUT;      ;
 201;lwb/k_d4_p.1040.intohylo;                                             TIMEOUT;      ;
 202;lwb/k_d4_p.1080.intohylo;                                             TIMEOUT;      ;
 203;lwb/k_d4_p.1120.intohylo;                                             TIMEOUT;      ;
 204;lwb/k_d4_p.1160.intohylo;                                             TIMEOUT;      ;
 205;lwb/k_d4_p.1200.intohylo;                                             TIMEOUT;      ;
 206;lwb/k_d4_p.1240.intohylo;                                             TIMEOUT;      ;
 207;lwb/k_d4_p.1280.intohylo;                                             TIMEOUT;      ;
 208;lwb/k_d4_p.1320.intohylo;                                             TIMEOUT;      ;
 209;lwb/k_d4_p.1360.intohylo;                                             TIMEOUT;      ;
 210;lwb/k_d4_p.1400.intohylo;                                             TIMEOUT;      ;
 211;lwb/k_d4_p.1440.intohylo;                                             TIMEOUT;      ;
 212;lwb/k_d4_p.1480.intohylo;                                             TIMEOUT;      ;
 213;lwb/k_d4_p.1520.intohylo;                                             TIMEOUT;      ;
 214;lwb/k_d4_p.1560.intohylo;                                             TIMEOUT;      ;
 215;lwb/k_d4_p.1600.intohylo;                                             TIMEOUT;      ;
 216;lwb/k_d4_p.1640.intohylo;                                             TIMEOUT;      ;
 217;lwb/k_d4_p.1680.intohylo;                                             TIMEOUT;      ;
 218;lwb/k_d4_p.1720.intohylo;                                             TIMEOUT;      ;
 219;lwb/k_d4_p.1760.intohylo;                                             TIMEOUT;      ;
 220;lwb/k_d4_p.1800.intohylo;                                             TIMEOUT;      ;
 221;lwb/k_d4_p.1840.intohylo;                                             TIMEOUT;      ;
 222;lwb/k_d4_p.1880.intohylo;                                             TIMEOUT;      ;
 223;lwb/k_dum_n.0008.intohylo;                                               0.00; Sat  ;
 224;lwb/k_dum_n.0016.intohylo;                                               0.00; Sat  ;
 225;lwb/k_dum_n.0024.intohylo;                                               0.00; Sat  ;
 226;lwb/k_dum_n.0032.intohylo;                                               0.01; Sat  ;
 227;lwb/k_dum_n.0040.intohylo;                                               0.01; Sat  ;
 228;lwb/k_dum_n.0080.intohylo;                                               0.04; Sat  ;
 229;lwb/k_dum_n.0120.intohylo;                                               0.09; Sat  ;
 230;lwb/k_dum_n.0160.intohylo;                                               0.19; Sat  ;
 231;lwb/k_dum_n.0200.intohylo;                                               0.36; Sat  ;
 232;lwb/k_dum_n.0240.intohylo;                                               0.59; Sat  ;
 233;lwb/k_dum_n.0280.intohylo;                                               0.94; Sat  ;
 234;lwb/k_dum_n.0320.intohylo;                                               1.41; Sat  ;
 235;lwb/k_dum_n.0360.intohylo;                                               1.94; Sat  ;
 236;lwb/k_dum_n.0400.intohylo;                                               2.66; Sat  ;
 237;lwb/k_dum_n.0480.intohylo;                                               4.84; Sat  ;
 238;lwb/k_dum_n.0560.intohylo;                                               7.70; Sat  ;
 239;lwb/k_dum_n.0640.intohylo;                                              12.25; Sat  ;
 240;lwb/k_dum_n.0720.intohylo;                                              17.50; Sat  ;
 241;lwb/k_dum_n.0800.intohylo;                                              24.56; Sat  ;
 242;lwb/k_dum_n.0880.intohylo;                                              35.30; Sat  ;
 243;lwb/k_dum_n.0960.intohylo;                                              48.16; Sat  ;
 244;lwb/k_dum_n.1040.intohylo;                                              59.86; Sat  ;
 245;lwb/k_dum_n.1120.intohylo;                                              74.19; Sat  ;
 246;lwb/k_dum_n.1200.intohylo;                                              92.61; Sat  ;
 247;lwb/k_dum_n.1280.intohylo;                                             122.75; Sat  ;
 248;lwb/k_dum_n.1360.intohylo;                                             152.08; Sat  ;
 249;lwb/k_dum_n.1440.intohylo;                                             180.06; Sat  ;
 250;lwb/k_dum_n.1520.intohylo;                                             207.44; Sat  ;
 251;lwb/k_dum_n.1600.intohylo;                                             242.07; Sat  ;
 252;lwb/k_dum_n.1680.intohylo;                                             285.84; Sat  ;
 253;lwb/k_dum_n.1760.intohylo;                                             342.16; Sat  ;
 254;lwb/k_dum_n.1840.intohylo;                                             411.42; Sat  ;
 255;lwb/k_dum_n.1920.intohylo;                                             474.61; Sat  ;
 256;lwb/k_dum_n.2000.intohylo;                                             546.16; Sat  ;
 257;lwb/k_dum_n.2080.intohylo;                                             601.63; Sat  ;
 258;lwb/k_dum_n.2160.intohylo;                                             665.24; Sat  ;
 259;lwb/k_dum_n.2240.intohylo;                                             735.84; Sat  ;
 260;lwb/k_dum_n.2320.intohylo;                                             830.79; Sat  ;
 261;lwb/k_dum_n.2400.intohylo;                                             914.56; Sat  ;
 262;lwb/k_dum_n.2480.intohylo;                                            TIMEOUT;      ;
 263;lwb/k_dum_n.2560.intohylo;                                            TIMEOUT;      ;
 264;lwb/k_dum_n.2640.intohylo;                                            TIMEOUT;      ;
 265;lwb/k_dum_n.2720.intohylo;                                            TIMEOUT;      ;
 266;lwb/k_dum_n.2800.intohylo;                                            TIMEOUT;      ;
 267;lwb/k_dum_n.2880.intohylo;                                            TIMEOUT;      ;
 268;lwb/k_dum_n.2960.intohylo;                                            TIMEOUT;      ;
 269;lwb/k_dum_n.3040.intohylo;                                            TIMEOUT;      ;
 270;lwb/k_dum_n.3120.intohylo;                                            TIMEOUT;      ;
 271;lwb/k_dum_n.3200.intohylo;                                            TIMEOUT;      ;
 272;lwb/k_dum_n.3280.intohylo;                                            TIMEOUT;      ;
 273;lwb/k_dum_n.3360.intohylo;                                            TIMEOUT;      ;
 274;lwb/k_dum_n.3440.intohylo;                                            TIMEOUT;      ;
 275;lwb/k_dum_n.3520.intohylo;                                            TIMEOUT;      ;
 276;lwb/k_dum_n.3600.intohylo;                                            TIMEOUT;      ;
 277;lwb/k_dum_n.3680.intohylo;                                            TIMEOUT;      ;
 278;lwb/k_dum_n.3760.intohylo;                                            TIMEOUT;      ;
 279;lwb/k_dum_p.0008.intohylo;                                               0.00; Unsat;
 280;lwb/k_dum_p.0016.intohylo;                                               0.00; Unsat;
 281;lwb/k_dum_p.0024.intohylo;                                               0.00; Unsat;
 282;lwb/k_dum_p.0032.intohylo;                                               0.00; Unsat;
 283;lwb/k_dum_p.0040.intohylo;                                               0.01; Unsat;
 284;lwb/k_dum_p.0080.intohylo;                                               0.02; Unsat;
 285;lwb/k_dum_p.0120.intohylo;                                               0.06; Unsat;
 286;lwb/k_dum_p.0160.intohylo;                                               0.14; Unsat;
 287;lwb/k_dum_p.0200.intohylo;                                               0.25; Unsat;
 288;lwb/k_dum_p.0240.intohylo;                                               0.43; Unsat;
 289;lwb/k_dum_p.0280.intohylo;                                               0.68; Unsat;
 290;lwb/k_dum_p.0320.intohylo;                                               1.04; Unsat;
 291;lwb/k_dum_p.0360.intohylo;                                               1.46; Unsat;
 292;lwb/k_dum_p.0400.intohylo;                                               2.02; Unsat;
 293;lwb/k_dum_p.0480.intohylo;                                               3.66; Unsat;
 294;lwb/k_dum_p.0560.intohylo;                                               5.79; Unsat;
 295;lwb/k_dum_p.0640.intohylo;                                               9.16; Unsat;
 296;lwb/k_dum_p.0720.intohylo;                                              13.14; Unsat;
 297;lwb/k_dum_p.0800.intohylo;                                              18.30; Unsat;
 298;lwb/k_dum_p.0880.intohylo;                                              25.69; Unsat;
 299;lwb/k_dum_p.0960.intohylo;                                              35.24; Unsat;
 300;lwb/k_dum_p.1040.intohylo;                                              43.96; Unsat;
 301;lwb/k_dum_p.1120.intohylo;                                              55.10; Unsat;
 302;lwb/k_dum_p.1200.intohylo;                                              69.72; Unsat;
 303;lwb/k_dum_p.1280.intohylo;                                              88.73; Unsat;
 304;lwb/k_dum_p.1360.intohylo;                                             110.91; Unsat;
 305;lwb/k_dum_p.1440.intohylo;                                             130.22; Unsat;
 306;lwb/k_dum_p.1520.intohylo;                                             151.46; Unsat;
 307;lwb/k_dum_p.1600.intohylo;                                             178.69; Unsat;
 308;lwb/k_dum_p.1680.intohylo;                                             210.69; Unsat;
 309;lwb/k_dum_p.1760.intohylo;                                             248.17; Unsat;
 310;lwb/k_dum_p.1840.intohylo;                                             294.31; Unsat;
 311;lwb/k_dum_p.1920.intohylo;                                             343.12; Unsat;
 312;lwb/k_dum_p.2000.intohylo;                                             385.32; Unsat;
 313;lwb/k_dum_p.2080.intohylo;                                             428.62; Unsat;
 314;lwb/k_dum_p.2160.intohylo;                                             476.67; Unsat;
 315;lwb/k_dum_p.2240.intohylo;                                             532.56; Unsat;
 316;lwb/k_dum_p.2320.intohylo;                                             599.30; Unsat;
 317;lwb/k_dum_p.2400.intohylo;                                             671.96; Unsat;
 318;lwb/k_dum_p.2480.intohylo;                                             754.21; Unsat;
 319;lwb/k_dum_p.2560.intohylo;                                             848.00; Unsat;
 320;lwb/k_dum_p.2640.intohylo;                                             963.43; Unsat;
 321;lwb/k_dum_p.2720.intohylo;                                            TIMEOUT;      ;
 322;lwb/k_dum_p.2800.intohylo;                                            TIMEOUT;      ;
 323;lwb/k_dum_p.2880.intohylo;                                            TIMEOUT;      ;
 324;lwb/k_dum_p.2960.intohylo;                                            TIMEOUT;      ;
 325;lwb/k_dum_p.3040.intohylo;                                            TIMEOUT;      ;
 326;lwb/k_dum_p.3120.intohylo;                                            TIMEOUT;      ;
 327;lwb/k_dum_p.3200.intohylo;                                            TIMEOUT;      ;
 328;lwb/k_dum_p.3280.intohylo;                                            TIMEOUT;      ;
 329;lwb/k_dum_p.3360.intohylo;                                            TIMEOUT;      ;
 330;lwb/k_dum_p.3440.intohylo;                                            TIMEOUT;      ;
 331;lwb/k_dum_p.3520.intohylo;                                            TIMEOUT;      ;
 332;lwb/k_dum_p.3600.intohylo;                                            TIMEOUT;      ;
 333;lwb/k_dum_p.3680.intohylo;                                            TIMEOUT;      ;
 334;lwb/k_dum_p.3760.intohylo;                                            TIMEOUT;      ;
 335;lwb/k_grz_n.0010.intohylo;                                               0.00; Sat  ;
 336;lwb/k_grz_n.0020.intohylo;                                               0.00; Sat  ;
 337;lwb/k_grz_n.0030.intohylo;                                               0.00; Sat  ;
 338;lwb/k_grz_n.0040.intohylo;                                               0.01; Sat  ;
 339;lwb/k_grz_n.0050.intohylo;                                               0.01; Sat  ;
 340;lwb/k_grz_n.0060.intohylo;                                               0.02; Sat  ;
 341;lwb/k_grz_n.0070.intohylo;                                               0.02; Sat  ;
 342;lwb/k_grz_n.0080.intohylo;                                               0.03; Sat  ;
 343;lwb/k_grz_n.0090.intohylo;                                               0.04; Sat  ;
 344;lwb/k_grz_n.0100.intohylo;                                               0.05; Sat  ;
 345;lwb/k_grz_n.0200.intohylo;                                               0.37; Sat  ;
 346;lwb/k_grz_n.0300.intohylo;                                               1.28; Sat  ;
 347;lwb/k_grz_n.0400.intohylo;                                               3.00; Sat  ;
 348;lwb/k_grz_n.0500.intohylo;                                               5.85; Sat  ;
 349;lwb/k_grz_n.0600.intohylo;                                              10.14; Sat  ;
 350;lwb/k_grz_n.0700.intohylo;                                              16.08; Sat  ;
 351;lwb/k_grz_n.0800.intohylo;                                              24.17; Sat  ;
 352;lwb/k_grz_n.0900.intohylo;                                              34.53; Sat  ;
 353;lwb/k_grz_n.1000.intohylo;                                              47.56; Sat  ;
 354;lwb/k_grz_n.1100.intohylo;                                              64.01; Sat  ;
 355;lwb/k_grz_n.1200.intohylo;                                              82.79; Sat  ;
 356;lwb/k_grz_n.1300.intohylo;                                             106.08; Sat  ;
 357;lwb/k_grz_n.1400.intohylo;                                             133.20; Sat  ;
 358;lwb/k_grz_n.1500.intohylo;                                             164.93; Sat  ;
 359;lwb/k_grz_n.1600.intohylo;                                             201.74; Sat  ;
 360;lwb/k_grz_n.1700.intohylo;                                             243.26; Sat  ;
 361;lwb/k_grz_n.1800.intohylo;                                             290.42; Sat  ;
 362;lwb/k_grz_n.1900.intohylo;                                             343.81; Sat  ;
 363;lwb/k_grz_n.2000.intohylo;                                             403.83; Sat  ;
 364;lwb/k_grz_n.2100.intohylo;                                             469.66; Sat  ;
 365;lwb/k_grz_n.2200.intohylo;                                             545.60; Sat  ;
 366;lwb/k_grz_n.2300.intohylo;                                             628.31; Sat  ;
 367;lwb/k_grz_n.2400.intohylo;                                             719.74; Sat  ;
 368;lwb/k_grz_n.2500.intohylo;                                             820.99; Sat  ;
 369;lwb/k_grz_n.2600.intohylo;                                             931.34; Sat  ;
 370;lwb/k_grz_n.2700.intohylo;                                            TIMEOUT;      ;
 371;lwb/k_grz_n.2800.intohylo;                                            TIMEOUT;      ;
 372;lwb/k_grz_n.2900.intohylo;                                            TIMEOUT;      ;
 373;lwb/k_grz_n.3000.intohylo;                                            TIMEOUT;      ;
 374;lwb/k_grz_n.3100.intohylo;                                            TIMEOUT;      ;
 375;lwb/k_grz_n.3200.intohylo;                                            TIMEOUT;      ;
 376;lwb/k_grz_n.3300.intohylo;                                            TIMEOUT;      ;
 377;lwb/k_grz_n.3400.intohylo;                                            TIMEOUT;      ;
 378;lwb/k_grz_n.3500.intohylo;                                            TIMEOUT;      ;
 379;lwb/k_grz_n.3600.intohylo;                                            TIMEOUT;      ;
 380;lwb/k_grz_n.3700.intohylo;                                            TIMEOUT;      ;
 381;lwb/k_grz_n.3800.intohylo;                                            TIMEOUT;      ;
 382;lwb/k_grz_n.3900.intohylo;                                            TIMEOUT;      ;
 383;lwb/k_grz_n.4000.intohylo;                                            TIMEOUT;      ;
 384;lwb/k_grz_n.4500.intohylo;                                            TIMEOUT;      ;
 385;lwb/k_grz_n.5000.intohylo;                                            TIMEOUT;      ;
