PC1,PC2,Problem,Prover,System
-8610004.722500041,-0.00193414924537142,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s7",3CNF2,bbtab
-8610004.722500041,-0.00193414924537142,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s8",3CNF2,bbtab
-8610004.722500041,-0.00193414924537142,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s3",3CNF2,bbtab
-8610004.722500041,-0.00193414924537142,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s8",3CNF2,bbtab
-8610004.722500041,-0.00193414924537142,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s1",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s8",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s2",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s3",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s7",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v10m1d1C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c280s9",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s8",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s8",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c260s3",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s7",3CNF2,bbtab
-8610004.712500041,-0.001934148800235638,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s4",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s5",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c260s0",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c260s2",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c220s3",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s5",3CNF2,bbtab
-8610004.702500042,-0.001934148355099856,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c240s2",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s2",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s7",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s9",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s9",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c260s4",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s3",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s4",3CNF2,bbtab
-8610004.692500042,-0.0019341479099640744,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s4",3CNF2,bbtab
-8610004.682500042,-0.0019341474648282924,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s3",3CNF2,bbtab
-8610004.682500042,-0.0019341474648282924,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s2",3CNF2,bbtab
-8610004.682500042,-0.0019341474648282924,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s6",3CNF2,bbtab
-8610004.682500042,-0.0019341474648282924,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s1",3CNF2,bbtab
-8610004.682500042,-0.0019341474648282924,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s1",3CNF2,bbtab
-8610004.67250004,-0.0019341470196925106,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s7",3CNF2,bbtab
-8610004.67250004,-0.0019341470196925106,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s6",3CNF2,bbtab
-8610004.67250004,-0.0019341470196925106,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s8",3CNF2,bbtab
-8610004.67250004,-0.0019341470196925106,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c280s1",3CNF2,bbtab
-8610004.66250004,-0.0019341465745567287,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s1",3CNF2,bbtab
-8610004.65250004,-0.001934146129420947,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s4",3CNF2,bbtab
-8610004.65250004,-0.001934146129420947,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s6",3CNF2,bbtab
-8610004.65250004,-0.001934146129420947,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s2",3CNF2,bbtab
-8610004.65250004,-0.001934146129420947,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s6",3CNF2,bbtab
-8610004.65250004,-0.001934146129420947,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s0",3CNF2,bbtab
-8610004.642500041,-0.001934145684285165,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s1",3CNF2,bbtab
-8610004.642500041,-0.001934145684285165,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s0",3CNF2,bbtab
-8610004.642500041,-0.001934145684285165,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s1",3CNF2,bbtab
-8610004.642500041,-0.001934145684285165,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s8",3CNF2,bbtab
-8610004.622500041,-0.0019341447940136012,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s3",3CNF2,bbtab
-8610004.622500041,-0.0019341447940136012,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s0",3CNF2,bbtab
-8610004.622500041,-0.0019341447940136012,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s3",3CNF2,bbtab
-8610004.622500041,-0.0019341447940136012,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s9",3CNF2,bbtab
-8610004.622500041,-0.0019341447940136012,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s5",3CNF2,bbtab
-8610004.612500042,-0.0019341443488778195,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s2",3CNF2,bbtab
-8610004.58250004,-0.0019341430134704738,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s0",3CNF2,bbtab
-8610004.58250004,-0.0019341430134704738,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s6",3CNF2,bbtab
-8610004.552500041,-0.0019341416780631283,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s4",3CNF2,bbtab
-8610004.552500041,-0.0019341416780631283,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s5",3CNF2,bbtab
-8610004.532500042,-0.0019341407877915644,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c240s3",3CNF2,bbtab
-8610004.522500042,-0.0019341403426557826,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c320s5",3CNF2,bbtab
-8610004.49250004,-0.001934139007248437,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s8",3CNF2,bbtab
-8610004.452500042,-0.0019341372267053095,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s4",3CNF2,bbtab
-8610004.33250004,-0.0019341318850759272,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c300s2",3CNF2,bbtab
-8610004.302500041,-0.0019341305496685815,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c180s2",3CNF2,bbtab
-8610004.24250004,-0.0019341278788538904,"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s4",3CNF2,bbtab
-8610004.07250004,-0.0019341203115455987,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s0",3CNF2,bbtab
-8610004.052500041,-0.001934119421274035,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s4",3CNF2,bbtab
-8610004.012500042,-0.0019341176407309075,"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s9",3CNF2,bbtab
