PC1,PC2,Problem,Prover,System
-5863141.321269903,0.5037982123284505,k_dum_p.0008.,lwb,vampire
-5863141.321269903,0.5037982123284505,k_lin_p.000050.,lwb,vampire
-5863141.321269903,0.5037982123284505,k_grz_p.0030.,lwb,vampire
-5863141.321269853,-0.4961948821218789,k_branch_n.0004.,lwb,vampire
-5863141.321269853,-0.4961948821218789,k_path_n.0014.,lwb,vampire
-5863141.321269853,-0.4961948821218789,k_path_n.0012.,lwb,vampire
-5863141.321269853,-0.4961948821218789,k_grz_n.0030.,lwb,vampire
-5863141.321269853,-0.4961948821218789,k_poly_n.0006.,lwb,vampire
-5863141.311269903,0.5037982128236637,k_lin_p.000060.,lwb,vampire
-5863141.311269903,0.5037982128236637,k_d4_p.0016.,lwb,vampire
-5863141.311269903,0.5037982128236637,k_path_p.0016.,lwb,vampire
-5863141.311269903,0.5037982128236637,k_branch_p.0005.,lwb,vampire
-5863141.311269903,0.5037982128236637,k_grz_p.0040.,lwb,vampire
-5863141.311269853,-0.4961948816266656,k_path_n.0016.,lwb,vampire
-5863141.311269853,-0.4961948816266656,k_ph_n.0010.,lwb,vampire
-5863141.311269853,-0.4961948816266656,k_lin_n.0020.,lwb,vampire
-5863141.311269853,-0.4961948816266656,k_branch_n.0005.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_d4_p.0020.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_t4p_p.00020.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_lin_p.000080.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_lin_p.000070.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_dum_p.0016.,lwb,vampire
-5863141.301269903,0.5037982133188771,k_ph_p.0007.,lwb,vampire
-5863141.3012698535,-0.49619488113145227,k_t4p_n.00010.,lwb,vampire
-5863141.3012698535,-0.49619488113145227,k_poly_n.0008.,lwb,vampire
-5863141.3012698535,-0.49619488113145227,k_grz_n.0040.,lwb,vampire
-5863141.3012698535,-0.49619488113145227,k_path_n.0018.,lwb,vampire
-5863141.291269903,0.5037982138140903,k_path_p.0018.,lwb,vampire
-5863141.291269903,0.5037982138140903,k_lin_p.000090.,lwb,vampire
-5863141.291269903,0.5037982138140903,k_poly_p.0008.,lwb,vampire
-5863141.291269903,0.5037982138140903,k_grz_p.0050.,lwb,vampire
-5863141.291269854,-0.49619488063623896,k_dum_n.0008.,lwb,vampire
-5863141.291269854,-0.49619488063623896,k_lin_n.0030.,lwb,vampire
-5863141.291269854,-0.49619488063623896,k_branch_n.0006.,lwb,vampire
-5863141.281269903,0.5037982143093037,k_lin_p.000100.,lwb,vampire
-5863141.281269903,0.5037982143093037,k_branch_p.0006.,lwb,vampire
-5863141.281269903,0.5037982143093037,k_path_p.0020.,lwb,vampire
-5863141.281269853,-0.49619488014102564,k_d4_n.0004.,lwb,vampire
-5863141.281269853,-0.49619488014102564,k_path_n.0020.,lwb,vampire
-5863141.271269903,0.5037982148045169,k_grz_p.0060.,lwb,vampire
-5863141.271269853,-0.4961948796458123,k_grz_n.0050.,lwb,vampire
-5863141.271269853,-0.4961948796458123,k_poly_n.0010.,lwb,vampire
-5863141.271269853,-0.4961948796458123,k_ph_n.0012.,lwb,vampire
-5863141.261269903,0.5037982152997303,k_poly_p.0010.,lwb,vampire
-5863141.261269903,0.5037982152997303,k_dum_p.0024.,lwb,vampire
-5863141.261269853,-0.496194879150599,k_ph_n.0014.,lwb,vampire
-5863141.261269853,-0.496194879150599,k_lin_n.0040.,lwb,vampire
-5863141.261269853,-0.496194879150599,k_branch_n.0007.,lwb,vampire
-5863141.251269903,0.5037982157949438,k_branch_p.0007.,lwb,vampire
-5863141.241269903,0.503798216290157,k_grz_p.0070.,lwb,vampire
-5863141.241269903,0.503798216290157,k_t4p_p.00030.,lwb,vampire
-5863141.241269853,-0.4961948781601724,k_grz_n.0060.,lwb,vampire
-5863141.241269853,-0.4961948781601724,k_poly_n.0012.,lwb,vampire
