PC1,PC2,Problem,Prover,System
-186845.24196655984,-0.474561900964006,C40-V08-D6/p-qbf-cnfSSS-K4-C40-V8-D6.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C40-V16-D4/p-qbf-cnfSSS-K4-C40-V16-D4.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D4/p-qbf-cnfSSS-K4-C50-V16-D4.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D6/p-qbf-cnfSSS-K4-C50-V16-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V08-D6/p-qbf-cnfSSS-K4-C50-V8-D6.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V08-D6/p-qbf-cnfSSS-K4-C50-V8-D6.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V08-D6/p-qbf-cnfSSS-K4-C50-V8-D6.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D4/p-qbf-cnfSSS-K4-C50-V16-D4.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D4/p-qbf-cnfSSS-K4-C50-V16-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D4/p-qbf-cnfSSS-K4-C50-V16-D4.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D6/p-qbf-cnfSSS-K4-C50-V16-D6.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C40-V08-D4/p-qbf-cnfSSS-K4-C40-V8-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C40-V08-D4/p-qbf-cnfSSS-K4-C40-V8-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C40-V08-D6/p-qbf-cnfSSS-K4-C40-V8-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D6/p-qbf-cnfSSS-K4-C10-V4-D6.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D4/p-qbf-cnfSSS-K4-C10-V8-D4.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V04-D4/p-qbf-cnfSSS-K4-C10-V4-D4.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C50-V16-D4/p-qbf-cnfSSS-K4-C50-V16-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V08-D6/p-qbf-cnfSSS-K4-C10-V8-D6.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D4/p-qbf-cnfSSS-K4-C10-V16-D4.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C20-V04-D4/p-qbf-cnfSSS-K4-C20-V4-D4.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C20-V04-D4/p-qbf-cnfSSS-K4-C20-V4-D4.8,qbfS,ksp
-186845.24196655984,-0.474561900964006,C20-V04-D6/p-qbf-cnfSSS-K4-C20-V4-D6.1,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C10-V16-D6/p-qbf-cnfSSS-K4-C10-V16-D6.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D4/p-qbf-cnfSSS-K4-C30-V16-D4.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D4/p-qbf-cnfSSS-K4-C30-V16-D4.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.2,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.3,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.4,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.5,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.6,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.7,qbfS,ksp
-186845.24196655984,-0.474561900964006,C30-V16-D6/p-qbf-cnfSSS-K4-C30-V16-D6.8,qbfS,ksp
