PC1,PC2,Problem,Prover,System
8287379.171791433,0.029558033066983513,C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D6/p-qbf-cnfLadn-K4-C50-V8-D6.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V08-D6/p-qbf-cnfLadn-K4-C10-V8-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V16-D4/p-qbf-cnfLadn-K4-C10-V16-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V16-D4/p-qbf-cnfLadn-K4-C10-V16-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V08-D4/p-qbf-cnfLadn-K4-C10-V8-D4.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V08-D6/p-qbf-cnfLadn-K4-C10-V8-D6.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C10-V08-D6/p-qbf-cnfLadn-K4-C10-V8-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D6/p-qbf-cnfLadn-K4-C30-V8-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D6/p-qbf-cnfLadn-K4-C30-V8-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D6/p-qbf-cnfLadn-K4-C30-V8-D6.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D4/p-qbf-cnfLadn-K4-C30-V8-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D4/p-qbf-cnfLadn-K4-C30-V8-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D4/p-qbf-cnfLadn-K4-C30-V8-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V08-D4/p-qbf-cnfLadn-K4-C30-V8-D4.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D4/p-qbf-cnfLadn-K4-C20-V16-D4.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V16-D6/p-qbf-cnfLadn-K4-C20-V16-D6.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D4/p-qbf-cnfLadn-K4-C20-V8-D4.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.6.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C20-V08-D6/p-qbf-cnfLadn-K4-C20-V8-D6.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.7.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D6/p-qbf-cnfLadn-K4-C40-V16-D6.8.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V16-D4/p-qbf-cnfLadn-K4-C40-V16-D4.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D6/p-qbf-cnfLadn-K4-C40-V8-D6.4.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.1.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C40-V08-D4/p-qbf-cnfLadn-K4-C40-V8-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C30-V16-D6/p-qbf-cnfLadn-K4-C30-V16-D6.5.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.2.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.3.,qbfL,spartacus
8287379.171791433,0.029558033066983513,C50-V08-D4/p-qbf-cnfLadn-K4-C50-V8-D4.4.,qbfL,spartacus
