PC1,PC2,Problem
-5208795.746033804,-0.5142730935235721,k_poly_n.0006.
-5208795.746033804,-0.5142730935235721,k_poly_n.0002.
-5208795.746033804,-0.5142730935235721,k_ph_n.0004.
-5208795.746033804,-0.5142730935235721,k_poly_n.0004.
-5208795.746033804,-0.5142730935235721,k_branch_n.0002.
-5208795.746033804,-0.5142730935235721,k_ph_n.0012.
-5208795.746033804,-0.5142730935235721,k_ph_n.0010.
-5208795.746033804,-0.5142730935235721,k_dum_n.0016.
-5208795.746033804,-0.5142730935235721,k_path_n.0002.
-5208795.746033804,-0.5142730935235721,k_ph_n.0008.
-5208795.746033804,-0.5142730935235721,k_ph_n.0006.
-5208795.746033804,-0.5142730935235721,k_d4_n.0004.
-5208795.746033804,-0.5142730935235721,k_branch_n.0001.
-5208795.736033855,0.485719681957676,k_d4_p.0020.
-5208795.736033855,0.485719681957676,k_grz_p.0060.
-5208795.736033855,0.485719681957676,k_lin_p.000300.
-5208795.736033855,0.485719681957676,k_lin_p.000400.
-5208795.736033855,0.485719681957676,k_dum_p.0024.
-5208795.736033855,0.485719681957676,k_branch_p.0007.
-5208795.736033855,0.485719681957676,k_grz_p.0040.
-5208795.736033855,0.485719681957676,k_t4p_p.00010.
-5208795.736033855,0.485719681957676,k_grz_p.0050.
-5208795.736033855,0.485719681957676,k_poly_p.0010.
-5208795.736033855,0.485719681957676,k_dum_p.0032.
-5208795.736033804,-0.5142730930101431,k_grz_n.0060.
-5208795.736033804,-0.5142730930101431,k_grz_n.0040.
-5208795.736033804,-0.5142730930101431,k_grz_n.0050.
-5208795.736033804,-0.5142730930101431,k_poly_n.0008.
-5208795.736033804,-0.5142730930101431,k_lin_n.0020.
-5208795.736033804,-0.5142730930101431,k_d4_n.0012.
-5208795.736033804,-0.5142730930101431,k_ph_n.0014.
-5208795.736033804,-0.5142730930101431,k_ph_n.0016.
-5208795.736033804,-0.5142730930101431,k_branch_n.0005.
-5208795.736033804,-0.5142730930101431,k_poly_n.0010.
-5208795.726033855,0.4857196824711051,k_poly_p.0012.
-5208795.726033855,0.4857196824711051,k_grz_p.0070.
-5208795.726033855,0.4857196824711051,k_lin_p.000500.
-5208795.726033855,0.4857196824711051,k_branch_p.0008.
-5208795.726033855,0.4857196824711051,k_ph_p.0007.
-5208795.726033855,0.4857196824711051,k_grz_p.0080.
-5208795.726033804,-0.5142730924967142,k_dum_n.0024.
-5208795.726033804,-0.5142730924967142,k_branch_n.0006.
-5208795.726033804,-0.5142730924967142,k_d4_n.0016.
-5208795.726033804,-0.5142730924967142,k_lin_n.0030.
-5208795.726033804,-0.5142730924967142,k_poly_n.0012.
-5208795.726033804,-0.5142730924967142,k_d4_n.0020.
-5208795.726033804,-0.5142730924967142,k_ph_n.0018.
-5208795.716033855,0.48571968298453394,k_dum_p.0040.
-5208795.716033855,0.48571968298453394,k_lin_p.000600.
-5208795.716033855,0.48571968298453394,k_t4p_p.00020.
-5208795.716033855,0.48571968298453394,k_poly_p.0014.
-5208795.716033855,0.48571968298453394,k_lin_p.000700.
-5208795.716033803,-0.5142730919832852,k_poly_n.0014.
