PC1,PC2,Problem
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s6."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c240s0."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c210s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c252s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c264s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c252s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c240s3."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c180s6."
6719977.901830047,0.00042582324483542155,"v10m1d2C[[0,0,1]]p[[[],[],[8,36,54,27]]]nm0.5np0.5c160s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s4."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c312s5."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c336s4."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s6."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,1,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c228s0."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s5."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s6."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s2."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s3."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s4."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s2."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s1."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s2."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c288s0."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c240s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c264s0."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c224s1."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c224s6."
6719977.901830047,0.00042582324483542155,"v04m1d2C[[0,1,4]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c320s5."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c252s6."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c238s3."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c280s6."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c266s4."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s2."
6719977.901830047,0.00042582324483542155,"v07m1d2C[[0,2,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c294s0."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s5."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s6."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s7."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s8."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c192s9."
6719977.901830047,0.00042582324483542155,"v06m1d2C[[0,0,1]]p[[[],[],[1,3,3,1]]]nm0.5np0.5c216s0."
